Semana,abrantes,agueda,aguiar da beira,alandroal,albergaria-a-velha,albufeira,alcacer do sal,alcanena,alcobaca,alcochete,alcoutim,alenquer,alfandega da fe,alijo,aljezur,aljustrel,almada,almeida,almeirim,almodovar,alpiarca,alter do chao,alvaiazere,alvito,amadora,amarante,amares,anadia,angra do heroismo,ansiao,arcos de valdevez,arganil,armamar,arouca,arraiolos,arronches,arruda dos vinhos,aveiro,avis,azambuja,baiao,barcelos,barrancos,barreiro,batalha,beja,belmonte,benavente,bombarral,borba,boticas,braga,braganca,cabeceiras de basto,cadaval,caldas da rainha,calheta (r.a.a.),calheta (r.a.m.),camara de lobos,caminha,campo maior,cantanhede,carrazeda de ansiaes,carregal do sal,cartaxo,cascais,castanheira de pera,castelo branco,castelo de paiva,castelo de vide,castro daire,castro marim,castro verde,celorico da beira,celorico de basto,chamusca,chaves,cinfaes,coimbra,condeixa-a-nova,constancia,coruche,corvo,covilha,crato,cuba,desconhecido,elvas,entroncamento,espinho,esposende,estarreja,estrangeiro,estremoz,evora,fafe,faro,felgueiras,ferreira do alentejo,ferreira do zezere,figueira da foz,figueira de castelo rodrigo,figueiro dos vinhos,fornos de algodres,freixo de espada a cinta,fronteira,funchal,fundao,gaviao,gois,golega,gondomar,gouveia,grandola,guarda,guimaraes,horta,idanha-a-nova,ilhavo,lagoa,lagoa (r.a.a),lagos,lajes das flores,lajes do pico,lamego,leiria,lisboa,loule,loures,lourinha,lousa,lousada,macao,macedo de cavaleiros,machico,madalena,mafra,maia,mangualde,manteigas,marco de canaveses,marinha grande,marvao,matosinhos,mealhada,meda,melgaco,mertola,mesao frio,mira,miranda do corvo,miranda do douro,mirandela,mogadouro,moimenta da beira,moita,moncao,monchique,mondim de basto,monforte,montalegre,montemor-o-novo,montemor-o-velho,montijo,mora,mortagua,moura,mourao,murca,murtosa,nazare,nelas,nisa,nordeste,obidos,odemira,odivelas,oeiras,oleiros,olhao,oliveira de azemeis,oliveira de frades,oliveira do bairro,oliveira do hospital,ourem,ourique,ovar,pacos de ferreira,palmela,pampilhosa da serra,paredes,paredes de coura,pedrogao grande,penacova,penafiel,penalva do castelo,penamacor,penedono,penela,peniche,peso da regua,pinhel,pombal,ponta delgada,ponta do sol,ponte da barca,ponte de lima,ponte de sor,portalegre,portel,portimao,porto,porto de mos,porto moniz,porto santo,povoacao,povoa de lanhoso,povoa de varzim,proenca-a-nova,redondo,reguengos de monsaraz,resende,ribeira brava,ribeira de pena,ribeira grande,rio maior,sabrosa,sabugal,salvaterra de magos,santa comba dao,santa cruz,santa cruz da graciosa,santa cruz das flores,santa maria da feira,santa marta de penaguiao,santana,santarem,santiago do cacem,santo tirso,sao bras de alportel,sao joao da madeira,sao joao da pesqueira,sao pedro do sul,sao roque do pico,sao vicente,sardoal,satao,seia,seixal,sernancelhe,serpa,serta,sesimbra,setubal,sever do vouga,silves,sines,sintra,sobral de monte agraco,soure,sousel,tabua,tabuaco,tarouca,tavira,terras de bouro,tomar,tondela,torre de moncorvo,torres novas,torres vedras,trancoso,trofa,vagos,vale de cambra,valenca,valongo,valpacos,velas,vendas novas,viana do alentejo,viana do castelo,vidigueira,vieira do minho,vila da praia da vitoria,vila de rei,vila do bispo,vila do conde,vila do porto,vila flor,vila franca de xira,vila franca do campo,vila nova da barquinha,vila nova de cerveira,vila nova de famalicao,vila nova de foz coa,vila nova de gaia,vila nova de paiva,vila nova de poiares,vila pouca de aguiar,vila real,vila real de santo antonio,vila velha de rodao,vila verde,vila vicosa,vimioso,vinhais,viseu,vizela,vouzela
 06-2016,11,8,3,3,7,4,2,5,13,5,0,8,1,5,2,4,32,1,6,2,3,3,1,1,29,15,3,6,5,5,8,2,1,2,1,2,2,15,3,4,4,26,1,23,4,10,1,6,3,3,1,22,9,3,7,20,0,2,8,3,0,11,3,3,7,29,0,13,3,0,6,2,2,4,4,4,12,11,29,4,3,10,0,20,2,0,8,12,2,8,8,9,5,5,17,11,16,10,1,1,12,1,2,4,2,0,20,5,5,2,0,29,5,6,11,26,4,4,12,11,1,12,0,2,7,26,133,17,38,6,2,5,3,4,4,0,26,28,4,1,10,10,2,45,2,3,4,5,0,2,7,2,2,3,3,18,3,1,1,0,1,6,6,10,3,0,7,0,1,2,2,4,7,1,3,7,22,44,2,7,5,1,7,10,15,3,10,8,18,2,12,5,1,4,12,3,4,2,0,8,1,2,12,16,3,5,10,5,6,4,15,62,8,2,2,5,11,9,3,3,2,4,8,2,3,9,2,8,7,5,4,1,0,27,1,2,19,12,17,1,4,2,5,0,3,0,6,6,16,0,7,3,12,17,3,11,1,50,4,7,2,2,2,1,9,1,8,10,3,8,17,6,10,8,8,3,13,5,0,1,0,20,0,4,2,2,3,9,2,4,25,8,4,2,15,2,44,0,3,9,8,4,4,7,0,3,2,20,5,2
 07-2016,14,13,2,5,5,8,6,1,15,3,0,10,3,3,1,4,44,6,4,2,3,1,2,2,34,8,7,2,12,4,4,5,2,3,2,1,2,8,1,7,7,21,1,23,2,6,2,6,7,4,1,26,15,3,6,8,1,4,7,4,2,10,3,2,8,45,0,8,2,1,5,0,1,3,7,4,12,6,36,3,1,7,0,16,2,3,1,5,0,8,6,12,8,3,14,12,15,8,1,1,22,1,2,2,1,0,20,6,2,0,2,32,3,4,13,22,4,3,10,5,1,6,1,2,1,33,160,23,26,5,4,11,3,3,6,1,17,30,5,2,11,9,1,20,5,2,2,4,3,2,1,6,0,1,3,12,13,2,1,1,0,6,9,8,3,1,10,3,1,3,8,5,2,4,2,1,25,33,1,14,14,2,4,3,15,2,8,9,10,4,16,4,1,5,6,1,0,1,4,6,3,4,19,16,1,3,5,9,6,4,16,54,13,1,0,0,7,10,2,2,2,2,1,1,8,7,1,5,5,2,9,2,1,20,0,5,13,8,10,7,4,1,9,1,4,1,3,8,24,1,4,3,8,19,5,5,2,58,3,5,2,2,0,2,10,0,21,10,2,9,16,3,3,3,5,5,11,9,1,2,1,16,2,2,10,0,1,12,3,1,28,1,3,2,15,4,69,5,3,8,9,4,1,19,2,2,6,16,3,2
 08-2016,11,9,4,2,6,9,4,4,14,0,1,7,1,2,1,2,37,5,9,0,3,1,4,1,32,9,7,10,12,4,9,4,0,4,3,2,0,14,4,8,3,20,0,23,9,7,0,6,4,0,1,27,11,4,7,12,0,1,5,3,4,9,1,2,13,31,2,17,2,2,5,5,6,2,5,0,2,8,26,6,2,8,1,7,2,2,1,9,4,8,5,5,8,5,12,13,12,8,4,1,20,3,1,3,1,1,26,5,2,0,3,30,4,7,17,22,4,4,4,8,2,5,1,0,6,25,166,15,38,8,3,8,3,2,1,2,15,21,2,1,8,2,2,38,7,2,3,8,2,2,1,4,11,4,3,16,7,2,4,2,2,5,5,9,2,1,6,2,3,1,2,5,8,1,3,5,27,28,2,7,10,3,8,4,11,1,8,9,12,0,14,4,2,1,17,3,2,0,2,6,3,2,15,6,2,0,4,4,5,3,8,57,3,1,0,1,5,6,4,2,4,6,1,2,5,8,3,2,8,2,6,1,1,23,6,1,17,8,17,2,3,1,4,1,1,2,1,11,23,1,4,6,14,20,1,10,1,57,3,7,0,4,1,2,8,4,10,15,1,9,22,3,8,13,8,6,12,7,0,2,3,19,1,5,6,1,0,14,1,1,22,3,0,2,21,2,44,2,0,9,8,2,2,5,1,0,4,28,3,5
 09-2016,11,14,1,1,9,12,6,8,19,7,1,6,1,2,1,4,38,4,6,3,3,0,2,1,38,17,2,6,9,3,6,3,1,6,4,2,3,22,3,6,7,18,0,16,6,8,3,5,4,2,1,24,7,2,5,14,2,2,5,6,1,5,4,3,5,47,3,7,4,0,9,4,3,1,2,2,9,4,25,5,1,7,0,13,1,2,2,8,4,9,6,5,8,4,11,14,17,16,3,2,19,3,1,3,2,0,19,6,3,0,0,33,3,5,16,24,4,4,10,2,6,12,0,3,7,29,145,17,50,8,2,10,1,4,8,2,16,19,6,2,10,9,2,35,4,4,4,1,0,2,1,2,8,3,1,11,9,4,0,1,2,7,3,13,1,4,5,1,0,5,5,3,2,1,3,6,24,33,4,14,14,4,4,6,10,4,18,12,12,4,14,2,3,5,13,3,3,0,1,6,4,3,13,10,0,1,14,4,7,0,11,58,3,0,0,3,2,11,2,3,3,4,0,2,8,3,1,8,7,3,8,0,1,25,4,4,19,6,22,5,6,2,5,2,3,3,4,6,30,1,7,5,11,29,6,10,2,57,4,5,2,6,0,0,10,1,7,12,3,5,18,2,8,6,10,4,15,6,1,3,0,18,1,7,2,1,0,6,1,2,19,1,1,2,19,3,55,0,3,3,16,5,3,9,2,1,6,18,5,3
 10-2016,9,12,4,1,6,6,2,2,14,3,2,12,1,9,3,3,44,2,9,5,5,0,4,0,38,7,6,9,7,9,5,2,2,1,2,1,3,16,0,7,7,18,3,23,3,7,1,7,3,2,0,29,12,6,4,9,2,3,4,3,4,12,2,2,5,36,1,11,4,1,5,1,3,4,6,5,18,2,28,4,1,5,1,16,1,2,5,4,4,10,4,10,6,4,12,8,17,5,2,3,17,2,1,1,2,1,31,5,6,2,1,38,9,7,11,29,6,2,8,6,1,8,1,0,6,24,146,11,38,7,3,6,4,5,2,1,14,16,7,1,8,5,1,33,6,1,3,2,0,6,4,1,7,6,2,15,6,1,2,3,5,12,2,6,2,2,6,0,2,1,5,2,4,1,5,6,28,30,2,10,16,4,5,11,7,5,14,6,19,2,15,3,4,11,10,3,4,0,0,9,3,5,15,9,1,4,13,5,1,0,10,49,7,1,1,1,8,10,2,1,6,0,3,0,6,9,1,9,5,7,7,1,0,26,3,3,16,7,17,2,7,3,5,0,2,0,6,10,26,3,5,8,13,25,5,11,1,57,3,4,2,1,1,2,4,2,15,3,1,11,22,4,4,5,11,3,15,11,0,3,1,17,2,1,1,4,2,13,2,1,21,3,3,3,22,3,65,0,1,7,5,4,2,10,2,2,2,27,2,3
 11-2016,15,11,3,2,3,7,3,6,17,2,2,6,2,3,1,2,40,2,5,2,2,2,4,3,42,12,6,2,17,1,11,2,0,1,1,1,5,13,0,2,4,19,1,25,3,5,2,8,4,0,2,27,10,1,1,9,0,3,4,8,0,8,2,2,3,45,2,18,5,2,7,1,2,1,6,5,10,6,26,6,0,7,0,15,3,3,5,7,3,5,2,3,9,6,7,5,17,9,2,2,18,3,2,4,3,2,19,8,1,2,2,38,6,3,17,26,5,5,5,9,2,7,0,2,12,21,142,18,38,5,4,7,4,2,4,1,7,24,5,0,8,7,0,41,7,2,3,2,0,2,1,2,5,4,2,18,8,5,3,2,4,4,2,10,2,3,0,1,0,5,5,5,5,1,3,11,25,27,1,7,13,7,7,8,6,1,11,8,14,2,12,2,0,2,6,2,2,1,2,8,3,2,15,11,3,4,13,11,9,1,9,58,13,1,3,2,2,11,5,2,4,1,3,6,7,3,0,3,6,2,6,0,1,19,0,5,10,8,9,3,1,3,4,1,3,3,4,14,29,0,6,3,10,25,5,11,2,69,3,4,3,5,3,3,8,2,15,6,4,7,18,2,4,7,7,3,18,1,1,1,4,14,1,2,5,2,5,12,2,2,12,0,2,1,21,2,49,2,4,1,10,5,4,7,4,2,3,15,5,1
 12-2016,8,9,2,0,4,9,6,5,9,2,6,7,1,6,4,1,42,6,10,2,1,0,2,2,23,10,3,3,10,1,11,4,1,5,2,1,1,18,1,3,6,19,3,16,2,12,2,4,2,3,1,25,6,5,1,12,2,10,3,0,2,10,4,1,7,40,2,7,9,6,6,4,2,1,3,4,13,4,43,2,0,11,0,20,2,2,2,4,3,1,5,2,6,2,10,9,11,8,1,1,13,0,2,2,2,1,26,9,5,4,3,31,1,4,13,17,3,3,5,6,1,12,1,0,4,26,129,18,27,5,1,8,6,8,2,2,17,20,6,0,14,3,1,30,0,1,7,4,0,4,1,7,5,2,6,10,6,6,0,0,3,3,6,10,4,4,5,1,1,4,5,4,2,4,1,5,24,29,2,8,14,2,3,3,9,2,10,10,18,1,15,0,2,3,14,0,2,1,0,9,6,1,11,11,3,2,13,1,11,2,18,59,6,0,3,2,3,11,4,0,4,2,7,4,3,6,1,4,11,7,7,4,0,20,0,4,18,7,20,3,5,1,4,0,2,0,6,11,16,1,6,8,10,25,4,4,1,57,3,6,2,7,2,0,9,3,10,9,3,13,21,2,6,3,7,2,13,10,1,1,1,18,2,1,5,2,1,19,3,1,32,1,0,4,25,3,58,4,2,3,14,7,0,9,3,3,1,17,2,4
 13-2016,11,10,2,1,4,7,2,2,22,2,1,14,2,5,3,3,45,3,5,2,2,5,2,1,40,9,3,9,6,3,7,3,3,6,2,1,2,17,0,5,7,17,1,17,7,11,3,6,3,2,0,11,8,3,4,11,1,5,5,2,2,9,2,6,7,37,2,11,4,0,0,2,3,1,2,5,8,1,33,3,1,6,0,15,2,0,6,13,1,4,5,6,7,2,12,6,18,7,4,3,16,1,1,1,5,2,26,8,2,2,1,27,6,7,8,26,3,2,4,5,3,10,1,0,4,24,136,17,35,5,1,12,2,3,3,0,15,21,6,0,8,3,2,44,5,0,2,1,2,2,3,1,3,5,3,12,4,3,1,2,5,7,7,7,2,3,5,1,2,4,3,2,7,0,3,8,27,17,3,5,13,1,4,4,13,5,6,5,6,4,16,1,0,9,12,3,2,0,2,6,4,2,17,9,2,3,9,13,3,3,22,64,5,0,1,2,4,12,4,3,0,4,3,2,5,7,2,5,8,4,4,1,1,23,1,3,14,5,17,2,1,0,3,1,1,1,2,4,29,0,4,7,6,17,2,6,2,55,6,1,2,2,0,3,3,0,18,5,4,7,29,6,7,4,2,3,14,3,2,6,3,17,1,3,1,1,2,19,3,1,20,3,2,2,14,4,57,1,3,2,8,2,1,14,4,0,6,17,2,1
 14-2016,9,6,2,0,6,9,4,3,15,2,3,9,1,5,2,4,26,2,4,5,5,2,2,0,35,15,1,7,8,4,6,3,2,3,1,1,0,13,0,5,9,20,0,19,3,8,1,10,4,3,0,31,10,3,2,11,1,4,9,7,2,8,4,7,5,38,2,14,4,4,2,4,1,1,1,4,14,4,28,4,0,3,0,16,1,2,3,8,3,10,2,10,11,2,14,6,12,10,4,2,16,0,6,4,2,0,28,13,2,3,2,38,6,6,15,20,2,6,10,2,1,5,0,3,4,19,140,19,35,3,6,2,3,6,5,2,12,21,3,1,3,2,3,27,4,2,3,2,1,3,1,7,8,4,4,12,4,3,1,0,7,5,2,6,3,3,5,0,2,3,6,2,5,1,5,12,22,33,0,9,19,1,7,8,12,3,6,4,15,3,13,4,0,1,16,2,4,0,4,3,5,3,11,8,2,5,6,5,6,0,11,61,7,1,0,2,6,8,1,2,2,1,1,1,7,4,1,4,7,6,6,0,1,25,0,2,14,5,12,2,4,2,5,1,1,3,3,6,25,2,6,8,13,22,3,5,3,62,4,3,2,0,1,1,4,0,10,8,4,13,23,2,6,7,7,7,19,6,0,1,1,15,1,4,2,2,1,14,2,0,24,1,2,3,17,2,64,0,0,2,6,6,4,7,1,1,1,12,4,8
 15-2016,10,14,4,4,2,5,6,8,11,4,1,7,1,2,3,5,49,1,3,1,3,3,5,0,28,16,3,1,3,3,13,7,0,3,1,0,2,15,2,1,7,12,0,19,1,10,1,4,2,1,1,24,18,3,2,13,0,3,3,2,2,5,1,0,3,36,1,12,4,3,5,1,0,1,5,1,11,5,35,2,1,7,0,18,1,5,1,3,6,8,7,6,7,4,13,15,18,5,5,4,21,7,2,1,2,2,14,10,2,1,2,28,7,5,12,32,2,4,4,3,0,5,0,0,9,22,124,19,38,6,4,3,3,4,6,1,15,20,8,1,10,4,4,34,4,3,6,0,0,6,2,1,6,1,4,10,6,1,0,1,2,5,14,9,5,6,0,0,1,3,3,4,6,0,0,8,20,30,5,12,15,4,3,5,12,1,7,7,11,2,13,3,5,3,13,0,2,0,0,3,1,1,13,7,2,1,10,6,7,1,14,57,5,0,2,1,1,7,5,1,2,1,4,3,5,4,2,4,5,1,9,0,0,18,3,2,11,9,8,4,4,1,5,1,3,1,3,13,28,3,5,5,11,29,3,7,1,50,4,3,0,4,2,2,5,2,13,16,5,20,16,0,8,7,8,5,13,7,0,1,1,14,0,2,3,1,0,14,0,2,11,0,4,2,21,1,48,3,0,5,12,4,2,9,5,1,3,17,2,1
 16-2016,8,8,3,1,8,7,5,1,11,4,1,10,0,4,0,2,31,4,6,0,0,3,5,2,35,12,1,5,10,3,3,4,1,6,4,2,3,13,1,3,3,15,2,18,2,7,3,5,3,1,1,24,10,1,4,6,0,4,7,6,1,8,2,4,5,20,2,15,2,1,4,3,3,3,4,3,10,1,25,2,0,4,0,11,3,0,4,4,6,11,5,2,4,3,11,6,11,9,2,1,16,1,3,2,0,2,16,4,2,2,2,34,1,10,8,14,1,2,5,5,4,10,0,3,6,21,128,18,28,7,1,3,3,4,1,1,16,12,10,3,9,6,0,27,1,1,3,2,0,1,4,0,7,4,2,14,8,4,4,0,3,3,3,17,0,0,4,2,3,9,1,3,3,1,3,7,19,25,2,4,13,0,6,3,11,3,4,9,7,2,12,3,1,0,10,0,4,1,1,8,2,0,16,11,1,2,10,1,4,1,17,55,3,0,4,2,3,13,1,2,5,2,2,1,7,6,0,4,6,1,5,2,0,15,2,3,13,7,6,1,3,1,2,1,0,0,4,7,24,1,2,7,8,34,1,12,3,42,3,2,0,2,3,0,9,0,4,5,2,8,23,6,7,3,6,0,6,4,4,1,2,23,0,5,3,3,0,19,0,1,14,1,1,2,18,4,61,4,1,4,7,2,1,14,2,0,3,24,1,5
 17-2016,13,7,7,3,3,5,5,3,6,4,1,10,0,7,0,2,25,1,9,1,1,1,7,2,27,8,3,3,7,5,3,3,2,1,6,3,3,2,1,3,2,13,1,11,1,9,2,3,2,1,5,24,10,1,3,11,1,0,7,4,3,8,1,6,5,43,0,13,3,0,2,1,1,2,3,4,11,5,32,2,2,7,1,11,3,1,5,3,7,4,8,8,8,1,10,10,14,6,3,3,9,0,2,3,1,1,26,9,1,1,5,28,5,4,13,21,4,3,4,6,2,7,1,1,4,23,120,16,26,8,4,2,3,6,1,3,13,20,6,0,8,6,1,39,2,0,4,0,2,1,3,4,9,5,3,12,8,1,1,0,1,3,5,9,0,1,2,1,2,1,3,4,5,0,3,6,20,32,3,8,9,4,3,7,18,1,7,7,14,1,18,2,0,4,14,0,1,3,2,8,3,2,4,10,4,1,8,6,5,2,16,44,7,2,2,3,4,11,4,1,2,4,1,1,4,5,1,9,6,4,4,0,1,27,0,2,15,6,11,2,3,3,1,2,2,1,1,7,33,3,3,3,10,18,3,13,3,55,4,5,0,1,1,1,6,1,10,13,1,4,19,6,6,6,6,3,12,5,1,6,5,11,1,5,5,3,2,11,2,2,25,2,0,3,13,1,28,1,1,3,9,1,1,6,4,3,3,18,7,3
 18-2016,16,8,1,1,2,9,2,5,10,3,1,2,2,4,0,1,33,3,11,1,3,0,4,1,18,9,4,10,4,4,7,9,1,2,1,3,5,16,1,2,4,20,0,16,1,10,4,3,3,5,3,33,10,3,5,8,1,4,4,0,1,8,1,2,3,34,0,15,2,1,4,0,1,2,6,3,8,3,19,2,0,6,0,10,0,3,4,1,3,2,3,5,7,1,9,8,8,5,3,2,20,0,4,3,3,0,24,2,1,2,3,33,4,2,11,29,3,8,8,4,1,5,1,3,10,12,137,15,38,4,2,2,2,4,3,0,9,16,3,1,8,4,2,23,2,0,1,3,2,3,2,1,4,4,1,15,7,2,0,0,2,6,4,14,1,0,1,0,1,0,1,1,8,2,2,5,15,28,0,7,8,2,5,4,8,3,9,10,16,0,10,2,2,4,7,1,4,1,0,3,0,2,12,12,2,3,6,6,8,0,8,50,5,0,0,3,2,10,3,2,0,2,4,1,1,6,0,12,11,8,6,0,0,19,0,0,14,8,10,6,6,1,7,0,1,2,3,5,21,1,4,1,6,25,0,6,1,55,3,6,1,6,1,4,7,3,9,7,2,8,17,4,4,1,0,4,14,5,2,4,1,14,0,2,3,0,2,9,1,1,8,4,2,2,21,4,45,2,0,3,9,2,2,16,2,4,4,25,1,3
 19-2016,11,4,2,2,11,5,3,4,5,6,1,6,0,2,0,1,36,2,7,2,0,2,3,1,37,5,4,5,8,3,6,0,0,5,2,0,1,16,3,5,1,9,0,14,3,12,0,8,3,3,2,22,12,2,9,15,1,5,7,4,3,12,3,1,4,37,1,13,0,1,3,3,3,2,6,4,6,3,21,3,1,3,0,4,2,0,1,5,2,4,4,3,13,5,10,13,8,7,5,3,16,3,2,0,2,0,28,10,4,2,4,29,2,2,6,15,0,5,9,5,1,2,0,2,7,13,118,10,25,7,4,6,2,5,5,0,8,15,5,1,6,2,1,25,3,1,0,2,0,2,1,1,4,3,5,11,5,2,1,2,5,4,3,7,4,0,5,1,0,1,4,4,1,0,5,2,22,32,1,4,8,6,5,3,7,3,2,4,7,0,8,1,2,4,10,0,1,0,1,2,6,3,11,16,3,4,10,3,6,3,9,49,3,1,1,5,1,4,2,2,1,3,3,6,5,1,2,5,8,1,6,1,0,19,0,2,17,5,16,2,7,1,1,0,0,2,8,6,25,4,5,7,6,20,4,3,2,34,3,9,0,4,1,2,3,1,16,8,0,10,16,2,4,4,2,3,9,6,0,2,5,17,5,2,3,2,1,8,0,3,18,3,3,0,14,1,52,0,2,3,8,1,1,11,2,0,2,14,0,1
 20-2016,7,6,1,1,4,10,4,4,7,4,4,7,1,3,4,3,40,6,6,5,2,0,3,3,33,12,4,9,4,1,4,4,2,3,4,1,3,10,3,4,4,15,0,18,5,7,4,7,7,2,1,12,9,2,3,8,0,4,3,2,6,11,0,1,5,29,1,13,3,0,3,3,1,1,6,2,12,3,31,2,0,4,0,11,1,4,6,4,3,7,7,4,6,4,14,8,22,9,2,2,15,2,1,2,2,0,21,7,1,1,1,32,3,5,8,18,5,8,7,7,1,6,0,0,6,12,130,17,36,2,1,7,2,3,5,0,7,12,2,1,6,7,2,32,5,3,2,2,1,2,2,3,9,2,1,15,3,1,3,0,3,6,6,11,3,4,2,0,4,1,8,3,4,0,7,11,20,22,4,11,9,0,5,2,5,0,8,5,14,2,4,4,0,3,6,3,4,0,1,7,4,5,21,14,2,3,7,3,4,6,7,59,7,0,3,3,5,9,6,2,8,2,2,4,5,5,1,4,2,1,7,1,2,17,0,2,17,8,7,5,4,4,3,1,1,3,3,6,33,1,5,4,5,28,4,7,4,51,6,4,1,5,4,1,7,1,11,3,5,7,21,3,3,6,4,1,18,2,3,3,1,13,4,2,3,1,0,9,0,3,15,1,1,2,19,0,57,2,1,1,8,6,1,4,0,2,3,22,2,2
 21-2016,5,6,3,2,3,8,4,1,16,5,0,10,2,1,1,2,35,3,1,2,3,3,2,0,32,8,5,4,9,1,9,1,1,5,0,1,5,14,1,11,3,17,1,15,2,7,1,7,4,3,2,23,6,7,2,13,0,6,5,4,1,8,0,1,5,46,1,8,4,1,3,2,0,2,5,2,9,4,21,1,1,4,0,10,2,1,5,8,2,7,7,2,8,3,12,4,17,3,2,0,10,1,1,1,0,2,19,6,0,0,2,30,4,4,8,16,1,5,8,6,0,2,1,1,3,23,113,15,32,4,1,7,6,4,3,5,6,10,8,0,8,5,1,18,3,4,2,1,1,1,2,0,5,2,2,10,7,3,0,1,8,3,10,13,3,2,1,2,4,1,5,0,8,1,2,8,16,29,1,7,17,1,2,6,12,3,14,9,11,3,9,2,2,8,10,2,2,1,1,8,1,1,6,14,0,2,14,3,3,2,14,59,4,0,0,1,2,4,4,1,5,0,5,1,7,4,0,10,6,4,6,2,0,22,2,1,17,2,11,2,6,2,7,1,2,1,5,4,27,4,2,5,7,28,3,10,2,65,1,2,0,2,1,1,5,0,4,5,2,11,22,4,5,3,5,2,9,3,2,4,1,17,1,0,2,4,1,14,2,3,20,2,1,4,16,2,43,1,2,3,8,4,1,10,1,1,4,15,6,4
 22-2016,14,6,2,2,6,7,2,4,12,4,2,9,3,4,1,5,38,2,5,4,2,1,1,0,36,6,4,5,8,2,8,3,0,4,0,0,3,6,1,6,3,21,1,12,1,11,4,7,5,0,2,26,9,8,3,12,0,1,5,1,0,7,1,3,8,32,0,14,3,0,9,2,5,1,2,0,15,3,29,2,1,8,0,7,3,3,3,6,5,6,2,4,9,1,10,8,11,6,5,2,22,3,1,5,0,0,18,6,3,1,2,19,2,0,17,17,5,3,9,2,2,7,1,1,4,31,112,15,28,8,4,10,0,5,4,1,9,14,3,4,3,5,4,35,0,2,4,2,3,3,3,3,4,2,4,9,1,1,0,0,4,10,3,10,2,3,3,0,1,4,0,1,1,0,2,4,16,25,3,7,13,2,6,8,9,4,12,3,9,1,15,6,1,6,11,2,1,1,3,5,1,3,20,13,2,3,9,6,9,4,6,64,1,2,1,2,8,4,1,1,1,1,2,1,6,5,2,6,6,3,5,1,1,21,1,2,17,3,10,0,3,1,3,0,2,2,4,10,19,1,7,4,15,15,3,7,5,44,3,6,0,4,2,2,3,2,8,7,0,7,16,7,4,3,1,3,14,2,1,3,2,18,2,0,1,1,1,9,2,0,22,0,4,0,23,1,54,3,0,2,8,3,3,7,1,2,3,22,2,2
 23-2016,8,9,3,3,3,5,5,2,12,0,1,6,3,5,0,0,34,3,10,1,3,1,1,1,16,9,0,7,5,2,4,4,0,5,2,0,1,11,3,3,4,20,0,14,4,4,1,9,5,2,2,25,8,3,4,17,2,2,6,2,3,9,2,3,3,26,0,23,1,2,2,0,4,3,1,2,15,9,35,5,1,6,0,17,3,0,1,4,8,5,5,4,8,2,11,6,16,11,2,2,9,5,2,1,1,1,18,8,3,2,1,22,3,5,8,13,2,1,4,2,1,4,0,1,4,26,115,7,33,2,4,3,3,9,2,1,11,22,2,0,10,5,1,28,2,1,2,2,0,3,5,2,7,2,2,11,0,3,1,0,3,5,2,7,3,0,3,0,1,3,2,5,6,2,1,7,23,30,0,7,17,5,6,6,8,2,7,3,17,1,7,0,2,5,9,2,0,0,0,7,4,2,12,9,1,1,7,8,9,1,11,50,6,0,0,1,2,7,2,1,0,2,4,2,2,5,2,7,6,3,3,0,0,12,0,2,16,8,10,1,5,5,1,0,3,0,3,7,27,2,6,2,4,24,3,12,4,49,3,4,1,1,1,1,9,1,10,7,1,9,11,2,6,1,3,5,6,4,1,2,3,7,1,6,7,4,0,8,2,2,18,3,1,4,24,5,42,1,3,3,8,9,2,7,3,2,2,17,2,1
 24-2016,7,8,2,2,3,3,4,2,10,1,2,3,4,3,2,1,36,1,6,1,1,2,0,2,33,5,1,2,9,1,5,2,3,5,2,0,1,12,3,4,5,21,1,11,2,15,1,5,4,1,0,19,7,4,6,15,0,3,7,1,2,6,2,3,3,23,0,12,2,3,1,3,3,3,4,0,6,4,20,1,0,9,0,10,1,1,0,4,1,3,5,2,10,3,18,5,10,6,2,3,13,2,1,2,0,0,22,6,1,1,2,28,7,3,7,21,5,4,8,7,3,5,1,0,6,19,113,16,34,5,0,11,1,3,4,1,12,20,1,0,8,10,0,23,1,1,3,3,1,6,3,2,6,2,5,14,1,1,1,1,4,7,4,6,1,1,6,0,0,2,4,1,1,2,4,7,8,18,0,8,10,1,8,4,17,2,11,5,10,0,10,1,0,4,10,0,2,3,2,6,5,3,15,9,1,2,7,6,5,3,10,46,4,0,1,1,3,9,0,2,0,2,3,1,5,1,0,5,4,3,7,1,0,16,2,2,7,7,9,4,0,2,2,0,0,1,4,2,21,0,3,6,8,25,3,5,1,44,3,5,1,1,1,2,11,2,8,6,4,7,11,0,4,3,3,5,10,4,0,3,2,11,2,2,7,2,1,10,0,1,20,2,1,5,15,2,48,1,1,1,3,6,1,7,0,3,4,17,3,0
